athlete_id,medal_date,medal_type,discipline,country,name,birth_date,gender,height,weight,education,Gold Medal,Silver Medal,Bronze Medal,Total
1958970,2024-07-30,Bronze Medal,Shooting,Guatemala,Jean Pierre BROL CARDENAS,1982-12-18,Male,0.0,0.0,Studied Agricultural Engineering,1,0,1,2
1959132,2024-07-29,Bronze Medal,Diving,Canada,Nathan ZSOMBOR-MURRAY,2003-04-28,Male,0.0,0.0,"",9,7,11,27
1959146,2024-07-29,Bronze Medal,Diving,Canada,Rylan WIENS,2002-01-02,Male,0.0,0.0,"Studying Kinesiology at the University of Saskatchewan (Saskatoon, SK, CAN)",9,7,11,27
1959270,2024-08-02,Gold Medal,Sailing,Spain,Diego BOTIN le CHEVER,1993-12-25,Male,0.0,0.0,"Marine Engineering, University of Cantabria, Santander (ESP)",5,4,9,18
1959294,2024-08-02,Gold Medal,Sailing,Spain,Florian TRITTEL PAUL,1994-05-23,Male,0.0,0.0,"Business Administration at Open University of Catalonia (Barcelona, ESP)",5,4,9,18
1959781,2024-07-29,Bronze Medal,Artistic Gymnastics,United States,Asher HONG,2004-03-23,Male,0.0,0.0,Stanford University (USA),40,44,42,126
1959811,2024-07-29,Bronze Medal,Artistic Gymnastics,United States,Frederick RICHARD,2004-04-23,Male,0.0,0.0,"Business at University of Michigan, Ann Arbor, (MI, USA)",40,44,42,126
1959814,2024-07-30,Gold Medal,Artistic Gymnastics,United States,Hezly RIVERA,2008-06-04,Female,0.0,0.0,"",40,44,42,126
1959819,2024-08-03,Bronze Medal,Artistic Gymnastics,United States,Jade CAREY,2000-05-27,Female,0.0,0.0,"Studies Digital Communications Arts at Oregon State University (Corvallis, OR, USA)",40,44,42,126
1959819,2024-07-30,Gold Medal,Artistic Gymnastics,United States,Jade CAREY,2000-05-27,Female,0.0,0.0,"Studies Digital Communications Arts at Oregon State University (Corvallis, OR, USA)",40,44,42,126
1959823,2024-07-29,Bronze Medal,Artistic Gymnastics,United States,Brody MALONE,2000-01-07,Male,0.0,0.0,"Engineering, Management at Stanford University (USA)",40,44,42,126
1959825,2024-07-30,Gold Medal,Artistic Gymnastics,United States,Jordan CHILES,2001-04-15,Female,0.0,0.0,"Deferring her Sociology course at the University of California, Los Angeles (Los Angeles, CA, USA)",40,44,42,126
1959855,2024-07-29,Bronze Medal,Artistic Gymnastics,United States,Paul JUDA,2001-07-07,Male,0.0,0.0,Psychology at University of Michigan (USA),40,44,42,126
1959861,2024-08-01,Gold Medal,Artistic Gymnastics,United States,Simone BILES,1997-03-14,Female,0.0,0.0,"",40,44,42,126
1959861,2024-08-03,Gold Medal,Artistic Gymnastics,United States,Simone BILES,1997-03-14,Female,0.0,0.0,"",40,44,42,126
1959861,2024-08-05,Silver Medal,Artistic Gymnastics,United States,Simone BILES,1997-03-14,Female,0.0,0.0,"",40,44,42,126
1959861,2024-07-30,Gold Medal,Artistic Gymnastics,United States,Simone BILES,1997-03-14,Female,0.0,0.0,"",40,44,42,126
1959865,2024-08-03,Bronze Medal,Artistic Gymnastics,United States,Stephen NEDOROSCIK,1998-10-28,Male,0.0,0.0,Electrical Engineering at Penn State University (USA),40,44,42,126
1959865,2024-07-29,Bronze Medal,Artistic Gymnastics,United States,Stephen NEDOROSCIK,1998-10-28,Male,0.0,0.0,Electrical Engineering at Penn State University (USA),40,44,42,126
1959866,2024-08-01,Bronze Medal,Artistic Gymnastics,United States,Sunisa LEE,2003-03-09,Female,0.0,0.0,"Two weeks after winning the gold medal in the all-around at Tokyo 2020 she enrolled at Auburn University (AL, USA), where she studied until spring 2023",40,44,42,126
1959866,2024-08-04,Bronze Medal,Artistic Gymnastics,United States,Sunisa LEE,2003-03-09,Female,0.0,0.0,"Two weeks after winning the gold medal in the all-around at Tokyo 2020 she enrolled at Auburn University (AL, USA), where she studied until spring 2023",40,44,42,126
1959866,2024-07-30,Gold Medal,Artistic Gymnastics,United States,Sunisa LEE,2003-03-09,Female,0.0,0.0,"Two weeks after winning the gold medal in the all-around at Tokyo 2020 she enrolled at Auburn University (AL, USA), where she studied until spring 2023",40,44,42,126
1960111,2024-08-03,Silver Medal,Athletics,United States,Vernon NORWOOD,1992-04-10,Male,187.0,0.0,"Interdisciplinary studies at Louisiana State University (Baton Rouge, USA)",40,44,42,126
1960111,2024-08-10,Gold Medal,Athletics,United States,Vernon NORWOOD,1992-04-10,Male,187.0,0.0,"Interdisciplinary studies at Louisiana State University (Baton Rouge, USA)",40,44,42,126
1960115,2024-08-09,Gold Medal,Athletics,United States,Aleia HOBBS,1996-02-24,Female,170.0,0.0,"Education, Science - Louisiana State University, Baton Rouge, LA, USA",40,44,42,126
1960169,2024-08-10,Gold Medal,Athletics,United States,Masai RUSSELL,2000-06-17,Female,162.0,0.0,"Graduated in 2023 with a degree in Health Science from the University of Kentucky (Lexington, KY, USA)",40,44,42,126
1960173,2024-08-04,Gold Medal,Athletics,United States,Noah LYLES,1997-07-18,Male,177.0,0.0,"",40,44,42,126
1960173,2024-08-08,Bronze Medal,Athletics,United States,Noah LYLES,1997-07-18,Male,177.0,0.0,"",40,44,42,126
1960177,2024-08-07,Gold Medal,Athletics,United States,Quincy HALL,1998-07-31,Male,187.0,0.0,"Studied Sociology at the University of South Carolina (Columbia, SC, USA). </p><p>Spent two seasons at the College of the Sequoias (Visalia, CA, USA) where he was a triple state champion in the 400m, 400m hurdles and 4x400m relay (2017/2018)",40,44,42,126
1960177,2024-08-10,Gold Medal,Athletics,United States,Quincy HALL,1998-07-31,Male,187.0,0.0,"Studied Sociology at the University of South Carolina (Columbia, SC, USA). </p><p>Spent two seasons at the College of the Sequoias (Visalia, CA, USA) where he was a triple state champion in the 400m, 400m hurdles and 4x400m relay (2017/2018)",40,44,42,126
1960178,2024-08-05,Silver Medal,Athletics,United States,Sam KENDRICKS,1992-09-07,Male,185.0,0.0,"Graduated with a Bachelor of General Studies degree from the University of Mississippi (Oxford, MS, USA)",40,44,42,126
1960179,2024-08-03,Silver Medal,Athletics,United States,Shamier LITTLE,1995-03-20,Female,175.0,0.0,"Graduated in 2017 from Texas A&M University (College Station, TX, USA)",40,44,42,126
1960179,2024-08-10,Gold Medal,Athletics,United States,Shamier LITTLE,1995-03-20,Female,175.0,0.0,"Graduated in 2017 from Texas A&M University (College Station, TX, USA)",40,44,42,126
1960181,2024-08-03,Silver Medal,Athletics,United States,Sha'carri RICHARDSON,2000-03-25,Female,157.0,0.0,"Started at Louisiana State University (Baton Rouge, LA, USA) in 2018, leaving after the 2019 season",40,44,42,126
1960181,2024-08-09,Gold Medal,Athletics,United States,Sha'carri RICHARDSON,2000-03-25,Female,157.0,0.0,"Started at Louisiana State University (Baton Rouge, LA, USA) in 2018, leaving after the 2019 season",40,44,42,126
1960228,2024-08-08,Silver Medal,Wrestling,Ecuador,Lucia Yamileth YEPEZ GUZMAN,2001-02-18,Female,0.0,0.0,"",1,2,2,5
1960581,2024-08-08,Silver Medal,Athletics,United States,Anna COCKRELL,1997-08-28,Female,180.0,0.0,"Graduated in 2019 with a Bachelor's degree in Communications (minor in Political Science) from the University of Southern California (Los Angeles, CA, USA). Earned Master's degree in Public Policy from USC in 2021",40,44,42,126
1960588,2024-08-06,Bronze Medal,Athletics,United States,Brittany BROWN,1995-04-18,Female,162.0,0.0,"Graduated with a Bachelor's degree in Human Services from the University of Iowa (Iowa City, IA, USA)",40,44,42,126
1960590,2024-08-03,Silver Medal,Athletics,United States,Bryce DEADMON,1997-03-26,Male,190.0,0.0,"Graduated in 2019 with a Bachelor's degree in Sports Management and Marketing, and in 2021 with a Master's degree in Marketing from Texas A & M University (College Station, TX, USA)",40,44,42,126
1960590,2024-08-10,Gold Medal,Athletics,United States,Bryce DEADMON,1997-03-26,Male,190.0,0.0,"Graduated in 2019 with a Bachelor's degree in Sports Management and Marketing, and in 2021 with a Master's degree in Marketing from Texas A & M University (College Station, TX, USA)",40,44,42,126
1960604,2024-08-10,Gold Medal,Athletics,United States,Christopher BAILEY,2000-05-29,Male,175.0,0.0,"Attended Mississippi Valley State University and the University of Tennessee before enrolling at the University of Arkansas (Fayetteville, AR, USA) and graduating with a degree in Kinesiology",40,44,42,126
1960650,2024-08-03,Silver Medal,Athletics,United States,Kaylyn BROWN,2004-12-31,Female,167.0,0.0,"Studying at the University of Arkansas (Fayetteville, AR, USA)",40,44,42,126
1960650,2024-08-10,Gold Medal,Athletics,United States,Kaylyn BROWN,2004-12-31,Female,167.0,0.0,"Studying at the University of Arkansas (Fayetteville, AR, USA)",40,44,42,126
1960659,2024-08-08,Silver Medal,Athletics,United States,Kenneth BEDNAREK,1998-10-14,Male,187.0,0.0,"Indian Hills Community College (IA, USA)",40,44,42,126
1960684,2024-08-09,Gold Medal,Athletics,United States,Rai BENJAMIN,1997-07-27,Male,190.0,0.0,"Studied Political Science at the University of California, Los Angeles (UCLA) from 2015-2016, then transferred to the University of Southern California (USC) in Los Angeles (CA, USA), graduating in 2019",40,44,42,126
1960684,2024-08-10,Gold Medal,Athletics,United States,Rai BENJAMIN,1997-07-27,Male,190.0,0.0,"Studied Political Science at the University of California, Los Angeles (UCLA) from 2015-2016, then transferred to the University of Southern California (USC) in Los Angeles (CA, USA), graduating in 2019",40,44,42,126
1960688,2024-08-03,Gold Medal,Athletics,United States,Ryan CROUSER,1992-12-18,Male,200.0,0.0,"Graduated in 2015 with a Bachelor's degree in Economics, and in 2016 with a Master's degree in Finance from the University of Texas at Austin (TX, USA)",40,44,42,126
1960709,2024-08-09,Gold Medal,Athletics,United States,Tamari DAVIS,2003-02-15,Female,170.0,0.0,"",40,44,42,126
1960711,2024-08-08,Gold Medal,Athletics,United States,Tara DAVIS-WOODHALL,1999-05-20,Female,160.0,0.0,"Graduated with a degree in Sport Studies from the University of Texas at Austin (TX, USA) after transferring from the University of Georgia (Athens, GA, USA) after her freshman year",40,44,42,126
1960721,2024-08-05,Gold Medal,Athletics,United States,Valarie ALLMAN,1995-02-23,Female,185.0,0.0,"Graduated with a degree in Product Design. Pursuing Master's degree in Communications at Stanford University (CA, USA)",40,44,42,126
1960762,2024-07-30,Silver Medal,Rugby Sevens,Canada,Olivia APPS,1998-12-01,Female,166.0,70.0,"",9,7,11,27
1960765,2024-07-30,Silver Medal,Rugby Sevens,Canada,Fancy BERMUDEZ,2002-05-27,Female,160.0,70.0,"",9,7,11,27
1960778,2024-07-30,Silver Medal,Rugby Sevens,Canada,Alysha CORRIGAN,1997-01-25,Female,167.0,70.0,"Graduated with a Bachelor's degree in Business Administration from the University of Prince Edward Island (PE, CAN) and Community Development from the University of Acadia (Wolfville, NS, CAN)",9,7,11,27
1960779,2024-07-30,Silver Medal,Rugby Sevens,Canada,Caroline CROSSLEY,1998-04-19,Female,181.0,81.0,"Graduated with a Certificate in Business from Queen's University (Kingston, ON, CAN)",9,7,11,27
1960781,2024-07-30,Silver Medal,Rugby Sevens,Canada,Chloe DANIELS,2003-04-27,Female,174.0,68.0,"Studied Business at Queen's University (Kingston, ON, CAN)",9,7,11,27
1960797,2024-07-30,Silver Medal,Rugby Sevens,Canada,Asia HOGAN-ROCHESTER,1999-04-20,Female,163.0,64.0,"Studied Communications at York University (Toronto, ON, CAN)",9,7,11,27
1960803,2024-07-30,Silver Medal,Rugby Sevens,Canada,Piper LOGAN,2001-07-13,Female,167.0,60.0,"Studying a Bachelor's Degree in Arts at the University of British Colombia (Vancouver, BC, CAN)",9,7,11,27
1960812,2024-07-30,Silver Medal,Rugby Sevens,Canada,Carissa NORSTEN,2003-11-07,Female,173.0,70.0,"Studied at the University of Victoria (BC, CAN)",9,7,11,27
1960817,2024-07-30,Silver Medal,Rugby Sevens,Canada,Taylor PERRY,2000-07-23,Female,168.0,68.0,"",9,7,11,27
1960822,2024-07-30,Silver Medal,Rugby Sevens,Canada,Krissy SCURFIELD,2003-06-15,Female,168.0,70.0,"Studies Social Studies at University of Victoria (Victoria, BC, CAN).</p><p>Studies Kinesiology at Camosun College (Victoria, BC, CAN)",9,7,11,27
1960826,2024-07-30,Silver Medal,Rugby Sevens,Canada,Florence SYMONDS,2002-05-20,Female,178.0,75.0,"Studying a Bachelor's degree in Arts, General Studies at University of British Colombia (Vancouver, BC, CAN)",9,7,11,27
1960832,2024-07-30,Silver Medal,Rugby Sevens,Canada,Shalaya VALENZUELA,1999-06-12,Female,170.0,72.0,"",9,7,11,27
1960834,2024-07-30,Silver Medal,Rugby Sevens,Canada,Keyara WARDLEY,2000-01-27,Female,170.0,68.0,"",9,7,11,27
1960837,2024-07-30,Silver Medal,Rugby Sevens,Canada,Charity WILLIAMS,1996-10-20,Female,164.0,68.0,"",9,7,11,27
1960899,2024-08-06,Silver Medal,Athletics,United States,Annette Nneka ECHIKUNWOKE,1996-07-29,Female,182.0,0.0,"Graduated in 2018 with a Bachelor of Science in Actuarial Science and in 2019 with a Master of Science in Marketing from the University of Cincinnati (OH, USA)",40,44,42,126
1960909,2024-08-10,Gold Medal,Athletics,United States,Alexis HOLMES,2000-01-28,Female,177.0,0.0,"Graduated in 2022 with a degree in Public Health (minor in African American Studies) from the University of Kentucky (Lexington, KY, USA). Previously attended Penn State University (State College, PA, USA) in 2019",40,44,42,126
1960933,2024-08-06,Gold Medal,Athletics,United States,Cole HOCKER,2001-06-06,Male,177.0,0.0,"University of Oregon (Eugene, OR, USA). After one year he gave up his eligibility at Oregon to turn professional",40,44,42,126
1960958,2024-08-04,Bronze Medal,Athletics,United States,Fred KERLEY,1995-05-07,Male,190.0,0.0,"Studied Agricultural Studies, History, Sport Management at Texas A&M University (College Station, TX, USA)",40,44,42,126
1960959,2024-08-02,Bronze Medal,Athletics,United States,Grant FISHER,1997-04-22,Male,177.0,0.0,"Studied Electrical Engineering at Stanford University (Palo Alto, CA, USA)",40,44,42,126
1960959,2024-08-10,Bronze Medal,Athletics,United States,Grant FISHER,1997-04-22,Male,177.0,0.0,"Studied Electrical Engineering at Stanford University (Palo Alto, CA, USA)",40,44,42,126
1960961,2024-08-08,Gold Medal,Athletics,United States,Grant HOLLOWAY,1997-11-19,Male,187.0,0.0,"Studied African American Studies at the University of Florida (Gainesville, FL, USA)",40,44,42,126
1960984,2024-08-10,Gold Medal,Athletics,United States,Kendall ELLIS,1996-03-08,Female,172.0,0.0,"Graduated in 2018 with a degree in Business Administration from the University of Southern California (Los Angeles, CA, USA).<br>Obtained a Master's degree in Business Administration and Management from DeVry University (Naperville, IL, USA)",40,44,42,126
1961011,2024-08-03,Bronze Medal,Athletics,United States,Melissa JEFFERSON,2001-02-21,Female,162.0,0.0,"Coastal Carolina University (Conway, SC, USA)",40,44,42,126
1961011,2024-08-09,Gold Medal,Athletics,United States,Melissa JEFFERSON,2001-02-21,Female,162.0,0.0,"Coastal Carolina University (Conway, SC, USA)",40,44,42,126
1961016,2024-08-10,Gold Medal,Athletics,United States,Quanera HAYES,1992-03-07,Female,172.0,0.0,"Graduated in 2015 from Livingstone College (Salisbury, NC, USA)",40,44,42,126
1961080,2024-07-29,Bronze Medal,Canoe Slalom,Slovakia,Matej BENUS,1987-11-02,Male,0.0,0.0,"",0,0,1,1
1961218,2024-08-05,Bronze Medal,Athletics,Greece,Emmanouil KARALIS,1999-10-20,Male,184.0,0.0,"Marketing at the American College of Greece (Athens, GRE)",1,1,6,8
1961246,2024-08-06,Gold Medal,Athletics,Greece,Miltiadis TENTOGLOU,1998-03-18,Male,185.0,0.0,"",1,1,6,8
1961314,2024-08-04,Bronze Medal,Artistic Gymnastics,Greece,Eleftherios PETROUNIAS,1990-11-30,Male,0.0,0.0,"Communications, Marketing at Athens University of Economics and Business (GRE)",1,1,6,8
1961318,2024-07-31,Bronze Medal,Judo,Greece,Theodoros TSELIDIS,1996-08-05,Male,0.0,0.0,Graduated in 2019 with a Bachelor's degree in World Economy at the North Ossetian State University (RUS),1,1,6,8
1961406,2024-08-04,Bronze Medal,Golf,Japan,MATSUYAMA Hideki,1992-02-25,Male,180.0,0.0,"Studied Health and Welfare Studies at Tohoku Fukushi University (Miyagi, JPN)",20,12,13,45
1961747,2024-08-05,Bronze Medal,Shooting,China,LYU Jianlin,1996-07-26,Male,0.0,0.0,"Graduated in 2022 with a Bachelor's degree in Social Sports Instruction and Management from the West China Normal University (Nanchong, Sichuan, CHN)",40,27,24,91
1962589,2024-07-29,Gold Medal,Swimming,South Africa,Tatjana SMITH,1997-07-09,Female,0.0,0.0,Studied BCom Financial Sciences at University of Pretoria (RSA),1,3,2,6
1962589,2024-08-01,Silver Medal,Swimming,South Africa,Tatjana SMITH,1997-07-09,Female,0.0,0.0,Studied BCom Financial Sciences at University of Pretoria (RSA),1,3,2,6
1963077,2024-08-10,Silver Medal,Athletics,Kenya,Ronald KWEMOI,1995-09-19,Male,176.0,0.0,"",4,2,5,11
1963245,2024-07-29,Gold Medal,Fencing,"Hong Kong, China",CHEUNG Ka Long,1997-06-10,Male,0.0,0.0,Studies at Hong Kong Baptist University (HKG),2,0,2,4
1963262,2024-07-27,Gold Medal,Fencing,"Hong Kong, China",KONG Man Wai Vivian,1994-02-08,Female,0.0,0.0,"International Relations at Stanford University (Palo Alto, CA, USA); Studied law at the Chinese University of Hong Kong",2,0,2,4
1963520,2024-08-10,Bronze Medal,Athletics,Algeria,Djamel SEDJATI,1999-05-03,Male,177.0,0.0,"",2,0,1,3
1963635,2024-07-28,Silver Medal,Swimming,Japan,MATSUSHITA Tomoyuki,2005-08-01,Male,0.0,0.0,"Studies at Toyo University, Tokyo (JPN)",20,12,13,45
1963800,2024-08-09,Bronze Medal,Wrestling,Greece,Dauren KURUGLIEV,1992-07-12,Male,0.0,0.0,"",1,1,6,8
1964058,2024-08-09,Gold Medal,Beach Volleyball,Brazil,Ana Patricia SILVA RAMOS,1997-09-29,Female,194.0,0.0,"",3,7,10,20
1964063,2024-08-10,Bronze Medal,Volleyball,Brazil,CAROL,1991-04-08,Female,183.0,0.0,"Studied at Paulista University (Sao Paulo, BRA)",3,7,10,20
1964065,2024-08-10,Bronze Medal,Volleyball,Brazil,ANA CRISTINA,2004-04-07,Female,192.0,0.0,"",3,7,10,20
1964076,2024-08-10,Bronze Medal,Volleyball,Brazil,DIANA,1999-02-22,Female,194.0,0.0,"",3,7,10,20
1964088,2024-08-09,Gold Medal,Beach Volleyball,Brazil,Eduarda SANTOS LISBOA,1998-08-01,Female,181.0,0.0,"",3,7,10,20
1964094,2024-08-10,Bronze Medal,Volleyball,Brazil,GABI,1994-05-19,Female,180.0,0.0,"",3,7,10,20
1964106,2024-08-10,Bronze Medal,Volleyball,Brazil,BERGMANN,2001-02-21,Female,191.0,0.0,"Graduated in 2023 with a degree in Applied Language from Georgia Tech (Atlanta, USA)",3,7,10,20
1964136,2024-08-10,Bronze Medal,Volleyball,Brazil,LORENNE,1996-01-08,Female,187.0,0.0,"",3,7,10,20
1964140,2024-08-10,Bronze Medal,Volleyball,Brazil,MACRIS,1989-03-03,Female,178.0,0.0,"Studied Physical Education at Integrated College of St Andrew (Santo Andre, BRA)",3,7,10,20
1964151,2024-08-10,Bronze Medal,Volleyball,Brazil,NATINHA,1997-04-10,Female,162.0,0.0,"",3,7,10,20
1964152,2024-08-10,Bronze Medal,Volleyball,Brazil,NYEME,1998-10-11,Female,175.0,0.0,"",3,7,10,20
1964167,2024-08-10,Bronze Medal,Volleyball,Brazil,ROSAMARIA,1994-04-09,Female,185.0,0.0,"",3,7,10,20
1964169,2024-08-10,Bronze Medal,Volleyball,Brazil,ROBERTA,1990-04-28,Female,185.0,0.0,Studied marketing,3,7,10,20
1964180,2024-08-10,Bronze Medal,Volleyball,Brazil,THAISA,1987-05-15,Female,196.0,0.0,"",3,7,10,20
1964183,2024-08-10,Bronze Medal,Volleyball,Brazil,TAINARA,2000-03-09,Female,190.0,0.0,"",3,7,10,20
1964547,2024-08-10,Gold Medal,Canoe Sprint,Canada,Katie VINCENT,1996-03-12,Female,0.0,0.0,"Exercise Science, Human Movement Studies at Dalhousie University (Halifax, NS, CAN).</p><p>Kinesiology at York University (Toronto, ON, CAN)",9,7,11,27
1964547,2024-08-09,Bronze Medal,Canoe Sprint,Canada,Katie VINCENT,1996-03-12,Female,0.0,0.0,"Exercise Science, Human Movement Studies at Dalhousie University (Halifax, NS, CAN).</p><p>Kinesiology at York University (Toronto, ON, CAN)",9,7,11,27
1964583,2024-08-09,Bronze Medal,Canoe Sprint,Canada,Sloan MACKENZIE,2002-05-16,Female,0.0,0.0,"",9,7,11,27
1965202,2024-08-10,Gold Medal,Athletics,United States,Courtney LINDSEY,1998-11-18,Male,177.0,0.0,"Attends Texas Tech University (Lubbock, TX, USA)",40,44,42,126
1965223,2024-08-08,Silver Medal,Athletics,United States,Daniel ROBERTS,1997-11-13,Male,185.0,0.0,"University of Kentucky (Lexington, KY, USA)",40,44,42,126
1965246,2024-08-03,Silver Medal,Athletics,United States,Joe KOVACS,1989-06-28,Male,182.0,0.0,"Graduated with a degree in Earth Sciences from Pennsylvania State University (University Park, PA, USA)",40,44,42,126
1965250,2024-08-03,Bronze Medal,Athletics,United States,Jasmine MOORE,2001-05-01,Female,172.0,0.0,"Attended the University of Georgia (Athens, GA, USA) before transferring to the University of Florida (Gainesville, FL, USA) graduating in 2023",40,44,42,126
1965250,2024-08-08,Bronze Medal,Athletics,United States,Jasmine MOORE,2001-05-01,Female,172.0,0.0,"Attended the University of Georgia (Athens, GA, USA) before transferring to the University of Florida (Gainesville, FL, USA) graduating in 2023",40,44,42,126
1965268,2024-08-07,Silver Medal,Athletics,United States,Katie MOON,1991-06-13,Female,173.0,0.0,"Graduated with a Bachelor of Arts in Psychology (minor in fashion merchandising) from Ashland University (OH, USA), where she won two NCAA Division II titles. Initially attended the University of Dayton (OH, USA). Studied fashion in Paris, France in 2013",40,44,42,126
1965289,2024-08-10,Gold Medal,Athletics,United States,Michael NORMAN,1997-12-03,Male,185.0,0.0,"Graduated in 2019 with a degree in Communications from the University of Southern California (Los Angeles, CA, USA)",40,44,42,126
1965306,2024-08-10,Silver Medal,Athletics,United States,Shelby McEWEN,1996-04-06,Male,187.0,0.0,"Graduated from the University of Alabama (Tuscaloosa, AL, USA)",40,44,42,126
1965308,2024-08-08,Gold Medal,Athletics,United States,Sydney McLAUGHLIN-LEVRONE,1999-08-07,Female,175.0,0.0,"Attended the University of Kentucky in Lexington (KY, USA) before giving up her college eligibility to turn professional in 2019",40,44,42,126
1965308,2024-08-10,Gold Medal,Athletics,United States,Sydney McLAUGHLIN-LEVRONE,1999-08-07,Female,175.0,0.0,"Attended the University of Kentucky in Lexington (KY, USA) before giving up her college eligibility to turn professional in 2019",40,44,42,126
1965327,2024-08-06,Bronze Medal,Athletics,United States,Yared NUGUSE,1999-06-01,Male,185.0,0.0,"Graduated with a Bachelor's degree in Biochemistry from the University of Notre Dame (IN, USA), where he pursued a Master's degree in Management",40,44,42,126
1965515,2024-08-08,Bronze Medal,Football,Morocco,Rachid GHANIMI,2001-04-25,Male,190.0,0.0,"",1,0,1,2
1965548,2024-08-03,Silver Medal,Rowing,Netherlands,Jacob van de KERKHOF,1995-10-12,Male,0.0,0.0,"Studied Law at the University College Roosevelt (Middelburg, NED), Utrecht University (NED) and the University of Amsterdam (NED) and is now pursuing a PhD focusing on the protection of freedom of expression on social media from Utrecht University",15,7,12,34
1965556,2024-08-02,Gold Medal,Rowing,Netherlands,Veronique MEESTER,1995-04-07,Female,0.0,0.0,"Graduated with a Bachelor's degree in Medicine (2017) and studies a Master's degree in Science at Vrije University (Amsterdam, NED)",15,7,12,34
1965557,2024-08-01,Gold Medal,Rowing,Netherlands,Benthe BOONSTRA,2000-11-21,Female,0.0,0.0,Studying Medicine at Vrijie Universiteit Amsterdam (NED),15,7,12,34
1965558,2024-08-03,Gold Medal,Rowing,Netherlands,Karolien FLORIJN,1998-04-06,Female,0.0,0.0,Studies Law,15,7,12,34
1965559,2024-08-02,Gold Medal,Rowing,Netherlands,Ymkje CLEVERING,1995-07-17,Female,0.0,0.0,"Graduated with a Bachelor's degree in Medicine from the University of Groningen (NED). Master's degree in Health Sciences at Vrije University (Amsterdam, NED)",15,7,12,34
1965560,2024-08-01,Gold Medal,Rowing,Netherlands,Marloes OLDENBURG,1988-03-09,Female,0.0,0.0,Studied Human Movement Science at the University of Groningen (NED),15,7,12,34
1965562,2024-08-03,Silver Medal,Rowing,Netherlands,Dieuwke FETTER,1991-01-26,Female,0.0,0.0,Studied International Business and Management at Amsterdam University of Applied Sciences (NED),15,7,12,34
1965563,2024-07-31,Silver Medal,Rowing,Netherlands,Laila YOUSSIFOU,1996-01-02,Female,0.0,0.0,Received an undergraduate degree in Civil Engineering in 2019 and is pursuing her Master's in Engineering and Policy Analysis at Delft University of Technology (NED),15,7,12,34
1965565,2024-07-31,Silver Medal,Rowing,Netherlands,Bente PAULIS,1997-02-14,Female,0.0,0.0,Received a Bachelor's degree in Medicine from the Free University of Amsterdam (NED) in 2019,15,7,12,34
1965566,2024-08-01,Gold Medal,Rowing,Netherlands,Tinka OFFEREINS,1993-10-05,Female,0.0,0.0,Received a Bachelor's degree in Sport and Physical Education from Amsterdam University of Applied Sciences (NED) and a Master's in High-Performance Coaching from Free University Amsterdam (NED),15,7,12,34
1965567,2024-08-01,Gold Medal,Rowing,Netherlands,Hermijntje DRENTH,1994-07-19,Female,0.0,0.0,"Studied Vitality and Ageing as an undergrad at Leiden University (NED) and then received a Master's degree in Management, Policy Analysis and Entrepreneurship in the Health and Life Sciences from Free University Amsterdam (NED)",15,7,12,34
1965572,2024-07-31,Silver Medal,Rowing,Netherlands,Roos de JONG,1993-08-23,Female,0.0,0.0,Studied Architecture at Delft University of Technology (NED),15,7,12,34
1965573,2024-07-31,Silver Medal,Rowing,Netherlands,Tessa DULLEMANS,1997-07-02,Female,0.0,0.0,Received a Bachelor's degree in Civil Engineering from Delft University of Technology (NED) in 2020,15,7,12,34
1965580,2024-07-31,Gold Medal,Rowing,Netherlands,Lennart van LIEROP,1994-05-20,Male,0.0,0.0,Received a Bachelor's degree in Mathematics from the University of Amsterdam (NED) in 2018,15,7,12,34
1965581,2024-08-03,Silver Medal,Rowing,Netherlands,Mick MAKKER,1993-02-05,Male,0.0,0.0,Received a Bachelor's and a Master's degree in Law from the University of Amsterdam (NED),15,7,12,34
1965583,2024-08-03,Silver Medal,Rowing,Netherlands,Gert-Jan van DOORN,1999-02-03,Male,0.0,0.0,"Studied Political Science and Government and Environmental Studies at the University of Washington (Seattle, USA)",15,7,12,34
1965584,2024-07-31,Gold Medal,Rowing,Netherlands,Koen METSEMAKERS,1992-04-30,Male,0.0,0.0,Received a Master's degree in Dentistry and later went on to study Medicine at Amsterdam University Medical Centre (NED),15,7,12,34
1965586,2024-07-31,Gold Medal,Rowing,Netherlands,Tone WIETEN,1994-03-17,Male,0.0,0.0,Studied Nursing at the University of Amsterdam (NED),15,7,12,34
1965587,2024-08-03,Silver Medal,Rowing,Netherlands,Olav MOLENAAR,1999-03-28,Male,0.0,0.0,"Received a Bachelor's degree in Political Economy from the University of California (Berkeley, USA) in 2022",15,7,12,34
1965588,2024-08-01,Silver Medal,Rowing,Netherlands,Stef BROENINK,1990-09-19,Male,0.0,0.0,Graduated with a Master’s degree in Biochemical Engineering (2022) from Delft University of Technology (NED).</p><p>Graduated with a degree in Life Science and Technology from University of Leiden (NED),15,7,12,34
1965589,2024-08-01,Silver Medal,Rowing,Netherlands,Melvin TWELLAAR,1996-12-23,Male,0.0,0.0,"Graduated with a degree in Sports Studies at Johan Cruyff College (Groningen, NED). Studying Pedagogy at Amsterdam University of Applied Sciences (NED)",15,7,12,34
1965592,2024-08-03,Silver Medal,Rowing,Netherlands,Ruben KNAB,1988-02-19,Male,0.0,0.0,Received a Bachelor's degree in Medicine from Amsterdam University (NED),15,7,12,34
